Geography,Geographic Area Name,total_population,population_65,population_male,population_18_29
1400000US12001000201,Census Tract 2.01; Alachua County; Florida,5187,69,2466,4114
1400000US12011110347,Census Tract 1103.47; Broward County; Florida,5947,724,2638,835
1400000US12011110348,Census Tract 1103.48; Broward County; Florida,5533,221,2989,1353
1400000US12011110349,Census Tract 1103.49; Broward County; Florida,3905,101,1811,281
1400000US12011110350,Census Tract 1103.50; Broward County; Florida,2785,286,1025,326
1400000US12011110351,Census Tract 1103.51; Broward County; Florida,3702,1762,1644,287
1400000US12011110352,Census Tract 1103.52; Broward County; Florida,2922,224,1333,559
1400000US12011110353,Census Tract 1103.53; Broward County; Florida,6147,504,3232,1095
1400000US12011110354,Census Tract 1103.54; Broward County; Florida,6115,3841,2836,324
1400000US12011110355,Census Tract 1103.55; Broward County; Florida,4684,3193,1562,30
1400000US12011110356,Census Tract 1103.56; Broward County; Florida,4030,667,2003,512
1400000US12011110357,Census Tract 1103.57; Broward County; Florida,7574,1042,3603,622
1400000US12011110358,Census Tract 1103.58; Broward County; Florida,6107,787,3454,949
1400000US12011110359,Census Tract 1103.59; Broward County; Florida,5166,418,2433,811
1400000US12011110360,Census Tract 1103.60; Broward County; Florida,5200,795,2488,872
1400000US12011110361,Census Tract 1103.61; Broward County; Florida,9807,1168,4953,1262
1400000US12011110362,Census Tract 1103.62; Broward County; Florida,6860,1315,3150,672
1400000US12011110363,Census Tract 1103.63; Broward County; Florida,4421,388,2041,232
1400000US12011110364,Census Tract 1103.64; Broward County; Florida,6727,784,3221,1099
1400000US12011110365,Census Tract 1103.65; Broward County; Florida,6987,639,3327,1133
1400000US12011110366,Census Tract 1103.66; Broward County; Florida,5764,470,3190,667
1400000US12011110367,Census Tract 1103.67; Broward County; Florida,6152,1064,2340,495
1400000US12011110368,Census Tract 1103.68; Broward County; Florida,3080,380,1519,386
1400000US12011110402,Census Tract 1104.02; Broward County; Florida,5550,735,2271,1093
1400000US12011110403,Census Tract 1104.03; Broward County; Florida,4517,655,2115,697
1400000US12011110404,Census Tract 1104.04; Broward County; Florida,6698,1364,3828,1285
1400000US12011110501,Census Tract 1105.01; Broward County; Florida,3876,471,1944,662
1400000US12011110502,Census Tract 1105.02; Broward County; Florida,5120,812,2494,562
1400000US12011110600,Census Tract 1106; Broward County; Florida,5667,715,3096,1017
1400000US12011980000,Census Tract 9800; Broward County; Florida,2,0,2,1
1400000US12011990000,Census Tract 9900; Broward County; Florida,0,0,0,0
1400000US12013010100,Census Tract 101; Calhoun County; Florida,2304,429,1187,319
1400000US12013010200,Census Tract 102; Calhoun County; Florida,3816,828,1842,343
1400000US12013010301,Census Tract 103.01; Calhoun County; Florida,3853,664,2025,340
1400000US12013010302,Census Tract 103.02; Calhoun County; Florida,3620,507,2565,756
1400000US12015010100,Census Tract 101; Charlotte County; Florida,6611,1180,4283,847
1400000US12015010200,Census Tract 102; Charlotte County; Florida,4578,1959,2392,397
1400000US12015010301,Census Tract 103.01; Charlotte County; Florida,3179,1790,1573,208
1400000US12015010302,Census Tract 103.02; Charlotte County; Florida,4924,1397,2373,766
1400000US12015010401,Census Tract 104.01; Charlotte County; Florida,3220,1820,1584,77
1400000US12015010402,Census Tract 104.02; Charlotte County; Florida,2712,1454,1411,88
1400000US12015010405,Census Tract 104.05; Charlotte County; Florida,6947,4364,3565,329
1400000US12015010503,Census Tract 105.03; Charlotte County; Florida,4129,1061,2028,320
1400000US12015010504,Census Tract 105.04; Charlotte County; Florida,1937,950,932,102
1400000US12015010505,Census Tract 105.05; Charlotte County; Florida,4742,2346,2309,168
1400000US12015010506,Census Tract 105.06; Charlotte County; Florida,2401,1126,1144,147
1400000US12015020101,Census Tract 201.01; Charlotte County; Florida,8886,3479,4340,850
1400000US12015020103,Census Tract 201.03; Charlotte County; Florida,6761,2278,3114,689
1400000US12015020104,Census Tract 201.04; Charlotte County; Florida,2665,1607,1114,135
1400000US12015020203,Census Tract 202.03; Charlotte County; Florida,4277,1403,1992,315
1400000US12015020204,Census Tract 202.04; Charlotte County; Florida,3766,1167,1810,307
1400000US12015020205,Census Tract 202.05; Charlotte County; Florida,4740,1712,2282,865
1400000US12015020206,Census Tract 202.06; Charlotte County; Florida,3471,1317,1625,396
1400000US12015020301,Census Tract 203.01; Charlotte County; Florida,6375,2155,3038,788
1400000US12015020302,Census Tract 203.02; Charlotte County; Florida,4924,1835,2362,360
1400000US12015020303,Census Tract 203.03; Charlotte County; Florida,5550,1855,2662,748
1400000US12015020401,Census Tract 204.01; Charlotte County; Florida,4106,2333,2047,267
1400000US12015020402,Census Tract 204.02; Charlotte County; Florida,7100,1883,3578,767
1400000US12015020501,Census Tract 205.01; Charlotte County; Florida,5144,1878,2448,324
1400000US12015020502,Census Tract 205.02; Charlotte County; Florida,2233,893,1109,237
1400000US12015020601,Census Tract 206.01; Charlotte County; Florida,2661,1007,1364,259
1400000US12015020602,Census Tract 206.02; Charlotte County; Florida,4217,1017,2104,731
1400000US12015020700,Census Tract 207; Charlotte County; Florida,4406,1778,2016,574
1400000US12015020800,Census Tract 208; Charlotte County; Florida,4793,817,2580,537
1400000US12015020900,Census Tract 209; Charlotte County; Florida,7164,2345,3332,391
1400000US12015021001,Census Tract 210.01; Charlotte County; Florida,2231,543,1143,227
1400000US12015021002,Census Tract 210.02; Charlotte County; Florida,3405,1770,1554,102
1400000US12015021003,Census Tract 210.03; Charlotte County; Florida,3935,2135,1848,348
1400000US12015030101,Census Tract 301.01; Charlotte County; Florida,3681,1343,1845,352
1400000US12015030102,Census Tract 301.02; Charlotte County; Florida,3719,1658,1847,371
1400000US12015030201,Census Tract 302.01; Charlotte County; Florida,5699,1863,2715,610
1400000US12015030202,Census Tract 302.02; Charlotte County; Florida,2985,1197,1501,265
1400000US12015030301,Census Tract 303.01; Charlotte County; Florida,3191,1793,1632,216
1400000US12015030302,Census Tract 303.02; Charlotte County; Florida,3246,2058,1579,297
1400000US12015030401,Census Tract 304.01; Charlotte County; Florida,2034,1165,994,172
1400000US12015030402,Census Tract 304.02; Charlotte County; Florida,2007,898,1026,14
1400000US12015030501,Census Tract 305.01; Charlotte County; Florida,6944,3082,3539,267
1400000US12015030504,Census Tract 305.04; Charlotte County; Florida,1307,648,567,98
1400000US12015030505,Census Tract 305.05; Charlotte County; Florida,5440,2962,2567,329
1400000US12015030506,Census Tract 305.06; Charlotte County; Florida,3746,1900,1680,272
1400000US12015030507,Census Tract 305.07; Charlotte County; Florida,2894,1652,1424,52
1400000US12015990000,Census Tract 9900; Charlotte County; Florida,0,0,0,0
1400000US12017450103,Census Tract 4501.03; Citrus County; Florida,4120,2144,1870,245
1400000US12017450104,Census Tract 4501.04; Citrus County; Florida,2925,1180,1424,219
1400000US12017450105,Census Tract 4501.05; Citrus County; Florida,1936,900,1130,35
1400000US12017450106,Census Tract 4501.06; Citrus County; Florida,3566,714,1964,586
1400000US12017450201,Census Tract 4502.01; Citrus County; Florida,3830,1367,2019,321
1400000US12017450202,Census Tract 4502.02; Citrus County; Florida,5886,1642,2594,1047
1400000US12017450305,Census Tract 4503.05; Citrus County; Florida,2850,735,1280,282
1400000US12017450306,Census Tract 4503.06; Citrus County; Florida,3415,1303,1594,265
1400000US12017450307,Census Tract 4503.07; Citrus County; Florida,5481,2597,2795,239
1400000US12017450308,Census Tract 4503.08; Citrus County; Florida,6250,2018,2984,519
1400000US12017450309,Census Tract 4503.09; Citrus County; Florida,6846,1571,3338,999
1400000US12017450310,Census Tract 4503.10; Citrus County; Florida,4334,974,2053,447
1400000US12017450401,Census Tract 4504.01; Citrus County; Florida,3277,977,1657,351
1400000US12017450402,Census Tract 4504.02; Citrus County; Florida,4107,1504,2085,601
1400000US12017450501,Census Tract 4505.01; Citrus County; Florida,1798,981,916,89
1400000US12017450502,Census Tract 4505.02; Citrus County; Florida,2835,1153,1248,195
1400000US12017450601,Census Tract 4506.01; Citrus County; Florida,5050,1508,2600,535
1400000US12017450602,Census Tract 4506.02; Citrus County; Florida,5444,2087,2671,324
1400000US12017450703,Census Tract 4507.03; Citrus County; Florida,5235,3656,2324,62
1400000US12017450704,Census Tract 4507.04; Citrus County; Florida,4077,1148,1952,477
1400000US12017450705,Census Tract 4507.05; Citrus County; Florida,5197,1584,2553,524
1400000US12017450706,Census Tract 4507.06; Citrus County; Florida,3185,1092,1645,430
1400000US12017450800,Census Tract 4508; Citrus County; Florida,4193,1713,2215,444
1400000US12017450901,Census Tract 4509.01; Citrus County; Florida,3381,1294,1608,183
1400000US12017450902,Census Tract 4509.02; Citrus County; Florida,2402,982,1168,250
1400000US12017451001,Census Tract 4510.01; Citrus County; Florida,2621,882,1004,191
1400000US12017451002,Census Tract 4510.02; Citrus County; Florida,3261,1334,1584,395
1400000US12017451101,Census Tract 4511.01; Citrus County; Florida,2802,636,1439,288
1400000US12017451103,Census Tract 4511.03; Citrus County; Florida,3222,1143,1630,260
1400000US12017451104,Census Tract 4511.04; Citrus County; Florida,3381,1023,1553,198
1400000US12017451200,Census Tract 4512; Citrus County; Florida,4261,1758,2224,346
1400000US12017451300,Census Tract 4513; Citrus County; Florida,3434,1366,1616,225
1400000US12017451400,Census Tract 4514; Citrus County; Florida,5506,1309,2959,661
1400000US12017451501,Census Tract 4515.01; Citrus County; Florida,3383,797,1766,439
1400000US12017451502,Census Tract 4515.02; Citrus County; Florida,6953,1966,3642,1042
1400000US12017451603,Census Tract 4516.03; Citrus County; Florida,2290,883,1169,125
1400000US12017451604,Census Tract 4516.04; Citrus County; Florida,3810,2479,1887,114
1400000US12017451605,Census Tract 4516.05; Citrus County; Florida,3045,695,1274,269
1400000US12017451606,Census Tract 4516.06; Citrus County; Florida,4739,2596,2202,288
1400000US12017451701,Census Tract 4517.01; Citrus County; Florida,1748,788,766,25
1400000US12017451702,Census Tract 4517.02; Citrus County; Florida,2617,1180,1342,205
1400000US12017990000,Census Tract 9900; Citrus County; Florida,0,0,0,0
1400000US12019030103,Census Tract 301.03; Clay County; Florida,5753,892,3032,717
1400000US12019030104,Census Tract 301.04; Clay County; Florida,4189,724,2097,628
1400000US12019030105,Census Tract 301.05; Clay County; Florida,3952,556,2199,457
1400000US12019030106,Census Tract 301.06; Clay County; Florida,4485,614,2406,791
1400000US12019030204,Census Tract 302.04; Clay County; Florida,8187,1409,3700,849
1400000US12019030205,Census Tract 302.05; Clay County; Florida,17442,1429,7922,1954
1400000US12019030206,Census Tract 302.06; Clay County; Florida,9142,417,5119,1453
1400000US12019030207,Census Tract 302.07; Clay County; Florida,6606,1210,3167,985
1400000US12019030208,Census Tract 302.08; Clay County; Florida,2925,353,1514,341
1400000US12019030209,Census Tract 302.09; Clay County; Florida,4794,580,2156,974
1400000US12019030210,Census Tract 302.10; Clay County; Florida,5065,524,2119,402
1400000US12019030303,Census Tract 303.03; Clay County; Florida,2754,573,1390,434
1400000US12019030304,Census Tract 303.04; Clay County; Florida,4394,563,2279,757
1400000US12019030305,Census Tract 303.05; Clay County; Florida,5515,1163,2394,951
1400000US12019030306,Census Tract 303.06; Clay County; Florida,3082,933,1653,897
1400000US12019030400,Census Tract 304; Clay County; Florida,2535,371,1145,522
1400000US12019030500,Census Tract 305; Clay County; Florida,2713,715,1304,301
1400000US12019030600,Census Tract 306; Clay County; Florida,4852,1271,2647,582
1400000US12019030701,Census Tract 307.01; Clay County; Florida,8082,2092,4014,918
1400000US12019030704,Census Tract 307.04; Clay County; Florida,5686,963,2794,762
1400000US12019030705,Census Tract 307.05; Clay County; Florida,6170,1465,3452,214
1400000US12019030706,Census Tract 307.06; Clay County; Florida,2744,309,1294,642
1400000US12019030707,Census Tract 307.07; Clay County; Florida,7755,1495,3858,924
1400000US12019030708,Census Tract 307.08; Clay County; Florida,4320,289,2254,637
1400000US12019030801,Census Tract 308.01; Clay County; Florida,5607,1038,2750,663
1400000US12019030802,Census Tract 308.02; Clay County; Florida,6192,1547,3035,706
1400000US12019030903,Census Tract 309.03; Clay County; Florida,4045,874,1884,417
1400000US12019030904,Census Tract 309.04; Clay County; Florida,7764,1413,3436,1488
1400000US12019030905,Census Tract 309.05; Clay County; Florida,5639,703,2611,755
1400000US12019030906,Census Tract 309.06; Clay County; Florida,4358,737,2005,878
1400000US12019031101,Census Tract 311.01; Clay County; Florida,2974,485,1654,290
1400000US12019031104,Census Tract 311.04; Clay County; Florida,4471,969,2146,489
1400000US12019031105,Census Tract 311.05; Clay County; Florida,1709,349,919,160
1400000US12019031108,Census Tract 311.08; Clay County; Florida,1567,503,739,94
1400000US12019031109,Census Tract 311.09; Clay County; Florida,3060,359,1541,304
1400000US12019031110,Census Tract 311.10; Clay County; Florida,5371,942,2672,863
1400000US12019031201,Census Tract 312.01; Clay County; Florida,2778,858,1401,146
1400000US12019031202,Census Tract 312.02; Clay County; Florida,9904,1063,5236,1287
1400000US12019031203,Census Tract 312.03; Clay County; Florida,5553,1085,2526,344
1400000US12019031301,Census Tract 313.01; Clay County; Florida,2434,561,1362,304
1400000US12019031302,Census Tract 313.02; Clay County; Florida,4281,755,2097,520
1400000US12019031303,Census Tract 313.03; Clay County; Florida,3811,459,1915,547
1400000US12019031400,Census Tract 314; Clay County; Florida,5593,1253,3012,1152
1400000US12019031500,Census Tract 315; Clay County; Florida,2814,580,1351,300
1400000US12019980000,Census Tract 9800; Clay County; Florida,369,98,181,56
1400000US12021000101,Census Tract 1.01; Collier County; Florida,1377,965,642,67
1400000US12021000102,Census Tract 1.02; Collier County; Florida,1447,900,641,44
1400000US12021000200,Census Tract 2; Collier County; Florida,1961,836,917,177
1400000US12021000301,Census Tract 3.01; Collier County; Florida,3192,1509,1454,106
1400000US12021000302,Census Tract 3.02; Collier County; Florida,1437,595,766,78
1400000US12021000401,Census Tract 4.01; Collier County; Florida,2326,1859,1064,11
1400000US12021000402,Census Tract 4.02; Collier County; Florida,1886,1009,864,264
1400000US12021000500,Census Tract 5; Collier County; Florida,1627,1078,696,75
1400000US12021000600,Census Tract 6; Collier County; Florida,1116,446,591,65
1400000US12021000700,Census Tract 7; Collier County; Florida,1548,333,742,224
1400000US12021010102,Census Tract 101.02; Collier County; Florida,6431,2867,3035,229
1400000US12021010107,Census Tract 101.07; Collier County; Florida,4029,1212,1854,518
1400000US12021010108,Census Tract 101.08; Collier County; Florida,3086,1233,1311,160
1400000US12021010109,Census Tract 101.09; Collier County; Florida,1433,589,675,141
1400000US12021010110,Census Tract 101.10; Collier County; Florida,3930,1299,2175,439
1400000US12021010111,Census Tract 101.11; Collier County; Florida,2646,1779,1141,71
1400000US12021010112,Census Tract 101.12; Collier County; Florida,2259,886,1083,345
1400000US12021010113,Census Tract 101.13; Collier County; Florida,2382,2008,1111,17
1400000US12021010114,Census Tract 101.14; Collier County; Florida,1963,1109,878,144
1400000US12021010205,Census Tract 102.05; Collier County; Florida,2776,1200,1346,104
1400000US12021010208,Census Tract 102.08; Collier County; Florida,3525,2457,1542,111
1400000US12021010209,Census Tract 102.09; Collier County; Florida,2623,1713,1222,0
1400000US12021010210,Census Tract 102.10; Collier County; Florida,3355,2191,1503,219
1400000US12021010211,Census Tract 102.11; Collier County; Florida,2118,837,993,216
1400000US12021010213,Census Tract 102.13; Collier County; Florida,4462,2070,2192,112
1400000US12021010215,Census Tract 102.15; Collier County; Florida,2895,2401,1369,6
1400000US12021010216,Census Tract 102.16; Collier County; Florida,3383,1033,1575,532
1400000US12021010217,Census Tract 102.17; Collier County; Florida,2788,913,1325,190
1400000US12021010300,Census Tract 103; Collier County; Florida,3671,870,1641,835
1400000US12021010401,Census Tract 104.01; Collier County; Florida,4076,1080,2367,565
1400000US12021010408,Census Tract 104.08; Collier County; Florida,3650,532,1852,263
1400000US12021010411,Census Tract 104.11; Collier County; Florida,8071,1105,4131,1444
1400000US12021010416,Census Tract 104.16; Collier County; Florida,5833,2802,2857,351
1400000US12021010419,Census Tract 104.19; Collier County; Florida,4606,449,2429,663
1400000US12021010420,Census Tract 104.20; Collier County; Florida,7539,609,3792,1421
1400000US12021010421,Census Tract 104.21; Collier County; Florida,4686,346,2668,801
1400000US12021010422,Census Tract 104.22; Collier County; Florida,3865,203,1817,956
1400000US12021010423,Census Tract 104.23; Collier County; Florida,8347,2407,4283,1040
1400000US12021010424,Census Tract 104.24; Collier County; Florida,5751,1121,3041,523
1400000US12021010425,Census Tract 104.25; Collier County; Florida,3026,211,1688,496
1400000US12021010426,Census Tract 104.26; Collier County; Florida,6371,1082,3296,874
1400000US12021010427,Census Tract 104.27; Collier County; Florida,1080,391,650,87
1400000US12021010428,Census Tract 104.28; Collier County; Florida,9369,1391,4432,1281
1400000US12021010429,Census Tract 104.29; Collier County; Florida,2045,957,999,175
1400000US12021010430,Census Tract 104.30; Collier County; Florida,4314,1459,2186,201
1400000US12021010431,Census Tract 104.31; Collier County; Florida,1860,1099,926,44
1400000US12021010432,Census Tract 104.32; Collier County; Florida,3269,1673,1560,398
1400000US12021010433,Census Tract 104.33; Collier County; Florida,2283,357,899,246
1400000US12021010434,Census Tract 104.34; Collier County; Florida,6197,2525,2578,533
1400000US12021010435,Census Tract 104.35; Collier County; Florida,4905,2080,2203,482
1400000US12021010436,Census Tract 104.36; Collier County; Florida,9149,1413,4320,1009
1400000US12021010437,Census Tract 104.37; Collier County; Florida,2620,946,1299,151
1400000US12021010438,Census Tract 104.38; Collier County; Florida,4314,926,2025,422
1400000US12021010508,Census Tract 105.08; Collier County; Florida,4986,2181,2518,140
1400000US12021010511,Census Tract 105.11; Collier County; Florida,4969,1537,2358,589
1400000US12021010512,Census Tract 105.12; Collier County; Florida,2473,414,1125,416
1400000US12021010513,Census Tract 105.13; Collier County; Florida,2731,580,1328,434
1400000US12021010514,Census Tract 105.14; Collier County; Florida,2882,1259,1352,109
1400000US12021010515,Census Tract 105.15; Collier County; Florida,2093,1539,989,33
1400000US12021010516,Census Tract 105.16; Collier County; Florida,1954,1432,965,13
1400000US12021010517,Census Tract 105.17; Collier County; Florida,1329,610,642,75
1400000US12021010518,Census Tract 105.18; Collier County; Florida,4536,2798,2461,324
1400000US12021010519,Census Tract 105.19; Collier County; Florida,2665,659,1379,248
1400000US12021010520,Census Tract 105.20; Collier County; Florida,2155,894,956,423
1400000US12021010601,Census Tract 106.01; Collier County; Florida,1731,584,987,161
1400000US12021010602,Census Tract 106.02; Collier County; Florida,3067,1203,1528,177
1400000US12021010604,Census Tract 106.04; Collier County; Florida,3552,1732,1831,348
1400000US12021010605,Census Tract 106.05; Collier County; Florida,3255,1035,1746,348
1400000US12021010606,Census Tract 106.06; Collier County; Florida,2230,1166,1077,122
1400000US12021010701,Census Tract 107.01; Collier County; Florida,3735,1215,1878,629
1400000US12021010702,Census Tract 107.02; Collier County; Florida,3982,1506,1964,240
1400000US12021010801,Census Tract 108.01; Collier County; Florida,3781,1949,1782,268
1400000US12021010804,Census Tract 108.04; Collier County; Florida,5262,304,3238,1379
1400000US12021010805,Census Tract 108.05; Collier County; Florida,1987,1228,853,71
1400000US12021010806,Census Tract 108.06; Collier County; Florida,1988,1289,937,150
1400000US12021010807,Census Tract 108.07; Collier County; Florida,6297,2014,2974,240
1400000US12021010808,Census Tract 108.08; Collier County; Florida,4330,1375,2226,343
1400000US12021010902,Census Tract 109.02; Collier County; Florida,3770,1712,1949,196
1400000US12021010904,Census Tract 109.04; Collier County; Florida,2250,1071,1018,90
1400000US12021010905,Census Tract 109.05; Collier County; Florida,2458,1536,1216,66
1400000US12021010906,Census Tract 109.06; Collier County; Florida,1417,794,783,78
1400000US12021010907,Census Tract 109.07; Collier County; Florida,2593,1550,1311,180
1400000US12021011003,Census Tract 110.03; Collier County; Florida,3599,2821,1622,32
1400000US12021011103,Census Tract 111.03; Collier County; Florida,2256,971,1168,348
1400000US12021011107,Census Tract 111.07; Collier County; Florida,1309,68,801,70
1400000US12021011108,Census Tract 111.08; Collier County; Florida,7898,4132,4429,295
1400000US12021011109,Census Tract 111.09; Collier County; Florida,2049,1418,1039,86
1400000US12021011110,Census Tract 111.10; Collier County; Florida,1762,865,939,121
1400000US12021011111,Census Tract 111.11; Collier County; Florida,2354,1183,1208,192
1400000US12021011112,Census Tract 111.12; Collier County; Florida,1337,1013,695,20
1400000US12021011113,Census Tract 111.13; Collier County; Florida,1212,435,548,31
1400000US12021011114,Census Tract 111.14; Collier County; Florida,3914,1299,1717,343
1400000US12021011204,Census Tract 112.04; Collier County; Florida,3994,556,1988,514
1400000US12021011205,Census Tract 112.05; Collier County; Florida,3497,185,1821,727
1400000US12021011206,Census Tract 112.06; Collier County; Florida,7486,679,3933,2133
1400000US12021011207,Census Tract 112.07; Collier County; Florida,2336,1371,897,139
1400000US12021011208,Census Tract 112.08; Collier County; Florida,6901,1526,3159,1871
1400000US12021011209,Census Tract 112.09; Collier County; Florida,9541,2242,4581,558
1400000US12021011210,Census Tract 112.10; Collier County; Florida,2641,1476,1435,151
1400000US12021011211,Census Tract 112.11; Collier County; Florida,6082,625,3168,1103
1400000US12021011212,Census Tract 112.12; Collier County; Florida,5377,900,2665,583
1400000US12021011213,Census Tract 112.13; Collier County; Florida,4129,1991,1586,211
1400000US12021011214,Census Tract 112.14; Collier County; Florida,4069,438,2058,548
1400000US12021011303,Census Tract 113.03; Collier County; Florida,3882,318,1836,731
1400000US12021011304,Census Tract 113.04; Collier County; Florida,2936,157,1651,702
1400000US12021011305,Census Tract 113.05; Collier County; Florida,3009,204,1695,586
1400000US12021011306,Census Tract 113.06; Collier County; Florida,4615,420,2356,719
1400000US12021011400,Census Tract 114; Collier County; Florida,4140,272,2319,880
1400000US12021990000,Census Tract 9900; Collier County; Florida,0,0,0,0
1400000US12023110201,Census Tract 1102.01; Columbia County; Florida,4415,931,2277,444
1400000US12023110202,Census Tract 1102.02; Columbia County; Florida,6326,1496,3366,393
1400000US12023110300,Census Tract 1103; Columbia County; Florida,7955,666,5577,2036
1400000US12023110400,Census Tract 1104; Columbia County; Florida,2897,308,1595,577
1400000US12023110500,Census Tract 1105; Columbia County; Florida,7601,1530,3516,941
1400000US12023110602,Census Tract 1106.02; Columbia County; Florida,4920,895,2456,580
1400000US12023110603,Census Tract 1106.03; Columbia County; Florida,2903,489,1470,225
1400000US12023110604,Census Tract 1106.04; Columbia County; Florida,6496,1669,3036,624
1400000US12023110700,Census Tract 1107; Columbia County; Florida,5108,1490,2551,979
1400000US12023110800,Census Tract 1108; Columbia County; Florida,5841,1004,2503,800
1400000US12023110901,Census Tract 1109.01; Columbia County; Florida,5663,979,2924,914
1400000US12023110903,Census Tract 1109.03; Columbia County; Florida,4509,984,2172,431
1400000US12023110904,Census Tract 1109.04; Columbia County; Florida,6121,1702,3062,486
1400000US12027010101,Census Tract 101.01; DeSoto County; Florida,4167,1799,2216,299
1400000US12027010102,Census Tract 101.02; DeSoto County; Florida,5011,881,3763,974
1400000US12027010200,Census Tract 102; DeSoto County; Florida,5250,759,2464,1030
1400000US12027010301,Census Tract 103.01; DeSoto County; Florida,6691,931,3103,1395
1400000US12027010302,Census Tract 103.02; DeSoto County; Florida,1866,217,912,275
1400000US12027010403,Census Tract 104.03; DeSoto County; Florida,3456,1463,1690,224
1400000US12027010404,Census Tract 104.04; DeSoto County; Florida,3104,707,1922,393
1400000US12027010405,Census Tract 104.05; DeSoto County; Florida,1619,820,895,114
1400000US12027010406,Census Tract 104.06; DeSoto County; Florida,3555,677,2134,402
1400000US12029970101,Census Tract 9701.01; Dixie County; Florida,5402,855,3390,816
1400000US12029970103,Census Tract 9701.03; Dixie County; Florida,4067,1163,2218,348
1400000US12029970104,Census Tract 9701.04; Dixie County; Florida,3779,882,1894,307
1400000US12029970201,Census Tract 9702.01; Dixie County; Florida,1784,678,960,187
1400000US12029970202,Census Tract 9702.02; Dixie County; Florida,1920,429,850,244
1400000US12029990000,Census Tract 9900; Dixie County; Florida,0,0,0,0
1400000US12031000101,Census Tract 1.01; Duval County; Florida,2858,642,1039,149
1400000US12031000102,Census Tract 1.02; Duval County; Florida,2448,657,1185,229
1400000US12031000200,Census Tract 2; Duval County; Florida,2490,354,1124,463
1400000US12031000300,Census Tract 3; Duval County; Florida,1860,159,799,230
1400000US12031000600,Census Tract 6; Duval County; Florida,5483,629,2896,1172
1400000US12031000700,Census Tract 7; Duval County; Florida,4437,653,2163,405
1400000US12031000800,Census Tract 8; Duval County; Florida,3083,1120,1583,424
1400000US12031001000,Census Tract 10; Duval County; Florida,3999,759,2823,822
1400000US12031001100,Census Tract 11; Duval County; Florida,2205,183,1211,137
1400000US12031001200,Census Tract 12; Duval County; Florida,2103,126,1013,345
1400000US12031001300,Census Tract 13; Duval County; Florida,3688,443,1674,478
1400000US12031001401,Census Tract 14.01; Duval County; Florida,2863,387,1008,110
1400000US12031001402,Census Tract 14.02; Duval County; Florida,2022,567,958,532
1400000US12031001500,Census Tract 15; Duval County; Florida,3207,497,1482,657
1400000US12031001600,Census Tract 16; Duval County; Florida,2016,386,902,186
1400000US12031002101,Census Tract 21.01; Duval County; Florida,3354,411,1795,376
1400000US12031002102,Census Tract 21.02; Duval County; Florida,2032,421,886,250
1400000US12031002200,Census Tract 22; Duval County; Florida,4930,903,2325,380
1400000US12031002300,Census Tract 23; Duval County; Florida,2007,527,942,159
1400000US12031002400,Census Tract 24; Duval County; Florida,1983,277,994,139
1400000US12031002501,Census Tract 25.01; Duval County; Florida,3853,738,1644,712
1400000US12031002502,Census Tract 25.02; Duval County; Florida,3604,506,1707,584
1400000US12031002600,Census Tract 26; Duval County; Florida,3682,416,2077,613
1400000US12031002701,Census Tract 27.01; Duval County; Florida,3435,439,1539,314
1400000US12031002702,Census Tract 27.02; Duval County; Florida,4522,287,2255,722
1400000US12031002801,Census Tract 28.01; Duval County; Florida,4349,826,2189,591
1400000US12031002802,Census Tract 28.02; Duval County; Florida,5376,854,2668,1493
1400000US12031002901,Census Tract 29.01; Duval County; Florida,3358,464,1405,428
1400000US12031002902,Census Tract 29.02; Duval County; Florida,4282,685,2267,1008
1400000US12031010101,Census Tract 101.01; Duval County; Florida,10451,1501,4874,1375
1400000US12031010104,Census Tract 101.04; Duval County; Florida,6631,739,2874,480
1400000US12031010105,Census Tract 101.05; Duval County; Florida,2581,533,1373,190
1400000US12031010106,Census Tract 101.06; Duval County; Florida,5929,415,2968,870
1400000US12031010107,Census Tract 101.07; Duval County; Florida,5747,931,3129,362
1400000US12031010202,Census Tract 102.02; Duval County; Florida,3260,624,1776,438
1400000US12031010203,Census Tract 102.03; Duval County; Florida,8102,605,4189,1094
1400000US12031010204,Census Tract 102.04; Duval County; Florida,4404,325,1990,676
1400000US12031010301,Census Tract 103.01; Duval County; Florida,8334,886,4242,1714
1400000US12031010305,Census Tract 103.05; Duval County; Florida,7438,625,3679,972
1400000US12031010306,Census Tract 103.06; Duval County; Florida,1451,102,598,294
1400000US12031010307,Census Tract 103.07; Duval County; Florida,2300,274,992,332
1400000US12031010308,Census Tract 103.08; Duval County; Florida,5527,815,2474,1150
1400000US12031010401,Census Tract 104.01; Duval County; Florida,3211,590,1470,680
1400000US12031010402,Census Tract 104.02; Duval County; Florida,4700,506,2169,769
1400000US12031010501,Census Tract 105.01; Duval County; Florida,5895,503,2549,1021
1400000US12031010502,Census Tract 105.02; Duval County; Florida,4057,678,2082,729
1400000US12031010503,Census Tract 105.03; Duval County; Florida,7129,1008,3986,668
1400000US12031010601,Census Tract 106.01; Duval County; Florida,5341,893,2882,740
1400000US12031010602,Census Tract 106.02; Duval County; Florida,3517,415,1860,215
1400000US12031010700,Census Tract 107; Duval County; Florida,4583,1261,2396,473
1400000US12031010800,Census Tract 108; Duval County; Florida,5422,915,2642,488
1400000US12031010900,Census Tract 109; Duval County; Florida,3652,1002,1412,227
1400000US12031011000,Census Tract 110; Duval County; Florida,3387,456,1661,487
